Student ID,First Name,Middle Name,Last Name,Full Name,Date of Birth,Gender,Email,Enrollment Date,Status,Section,Created Date
cmlqu23mn024fsd8cvjex1ctu,جميلة,,يوسف,جميلة يوسف,2017-12-15,F,student285@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu2uc403z3sd8cbvc5lma5,جميلة,,يوسف,جميلة يوسف,2009-08-15,F,student969@databayt.org,2026-02-17,Active,Grade 11-B,2026-02-17
cmlqu28w902hmsd8cniultidz,جميلة,,يوسف,جميلة يوسف,2016-11-17,F,student359@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2e9i02v5sd8ci3zpg78o,جميلة,,يوسف,جميلة يوسف,2014-09-08,F,student624@databayt.org,2026-02-17,Active,Grade 6-C,2026-02-17
cmlqu2p0d03ltsd8c7ww24rpq,جميلة,,يوسف,جميلة يوسف,2011-10-25,F,student920@databayt.org,2026-02-17,Active,Grade 9-B,2026-02-17
cmlqu2jid038bsd8caupq968z,جميلة,,يوسف,جميلة يوسف,2013-11-19,F,student727@databayt.org,2026-02-17,Active,Grade 7-A,2026-02-17
cmlqu20rn01wjsd8c3x13z9ox,حسن,,حامد,حسن حامد,2018-04-08,M,student182@databayt.org,2026-02-17,Active,Grade 2-A,2026-02-17
cmlqu266u02a1sd8csnz1qiyy,حسن,,حامد,حسن حامد,2017-09-13,M,student475@databayt.org,2026-02-17,Active,Grade 3-A,2026-02-17
cmlqu2b9k02n7sd8c5mnmspgk,حسن,,حامد,حسن حامد,2015-06-11,M,student530@databayt.org,2026-02-17,Active,Grade 5-C,2026-02-17
cmlqu1vwv01j8sd8csbx6nx7w,حسن,,حامد,حسن حامد,2020-12-20,M,student97@databayt.org,2026-02-17,Active,Grade 0-C,2026-02-17
cmlqu2lna03dwsd8cmz1ztvj7,حسن,,حامد,حسن حامد,2012-05-11,M,student818@databayt.org,2026-02-17,Active,Grade 8-B,2026-02-17
cmlqu2giw030ssd8cl91f9i3s,حسن,,حامد,حسن حامد,2014-04-04,M,student597@databayt.org,2026-02-17,Active,Grade 6-B,2026-02-17
cmlqu2wli044nsd8cjfknyshy,حسن,,حامد,حسن حامد,2008-05-31,M,student354@databayt.org,2026-02-17,Active,Grade 12-A,2026-02-17
cmlqu2r3e03r6sd8cy50wk9xz,حسن,,حامد,حسن حامد,2010-02-16,M,student849@databayt.org,2026-02-17,Active,Grade 10-C,2026-02-17
cmlqu2yq50499sd8cjpwwfrce,حسن,,عبدالرحمن,حسن عبدالرحمن,2008-04-20,M,student965@databayt.org,2026-02-17,Active,Grade 12-A,2026-02-17
cmlqu1xhl01nxsd8ccnw85v7d,حسن,,عبدالرحمن,حسن عبدالرحمن,2019-03-07,M,student167@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
cmlqu2i5b0354sd8cniojb739,حسن,,عبدالرحمن,حسن عبدالرحمن,2013-01-13,M,student639@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu22fu020vsd8crf6j3v2r,حسن,,عبدالرحمن,حسن عبدالرحمن,2018-10-23,M,student210@databayt.org,2026-02-17,Active,Grade 2-A,2026-02-17
cmlqu1sba01adsd8cnm3b3xfu,حسن,,عبدالرحمن,حسن عبدالرحمن,2021-07-13,M,student41@databayt.org,2026-02-17,Active,Grade -1-A,2026-02-17
cmlqu2cvh02rrsd8cmuxv6l5p,حسن,,عبدالرحمن,حسن عبدالرحمن,2015-10-14,M,student561@databayt.org,2026-02-17,Active,Grade 5-C,2026-02-17
cmlqu27pq02easd8cp8s7ab9b,حسن,,عبدالرحمن,حسن عبدالرحمن,2016-02-16,M,student360@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2t0c03vpsd8c5qsqvb0r,حسن,,عبدالرحمن,حسن عبدالرحمن,2010-03-01,M,student925@databayt.org,2026-02-17,Active,Grade 10-A,2026-02-17
cmlqu2ne603icsd8c7rhcaoby,حسن,,عبدالرحمن,حسن عبدالرحمن,2011-05-11,M,student791@databayt.org,2026-02-17,Active,Grade 9-C,2026-02-17
cmlqu243m0257sd8c5ae36ejg,حسن,,عبدالقادر,حسن عبدالقادر,2017-11-06,M,student287@databayt.org,2026-02-17,Active,Grade 3-C,2026-02-17
cmlqu1u8501eysd8c9e3vpsyn,حسن,,عبدالقادر,حسن عبدالقادر,2021-07-24,M,student18@databayt.org,2026-02-17,Active,Grade -1-C,2026-02-17
cmlqu2urq0407sd8czidl65xe,حسن,,عبدالقادر,حسن عبدالقادر,2009-08-22,M,student181@databayt.org,2026-02-17,Active,Grade 11-B,2026-02-17
cmlqu1z8601sbsd8cy7sotk8p,حسن,,عبدالقادر,حسن عبدالقادر,2019-01-01,M,student235@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
cmlqu2k1a039fsd8czkhc2af9,حسن,,عبدالقادر,حسن عبدالقادر,2013-05-31,M,student895@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu2en002wcsd8cn4cgzqdw,حسن,,عبدالقادر,حسن عبدالقادر,2014-01-04,M,student684@databayt.org,2026-02-17,Active,Grade 6-C,2026-02-17
cmlqu29d802itsd8cno4teew3,حسن,,عبدالقادر,حسن عبدالقادر,2016-03-02,M,student409@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2pex03mqsd8coqsl76x3,حسن,,عبدالقادر,حسن عبدالقادر,2011-04-04,M,student962@databayt.org,2026-02-17,Active,Grade 9-A,2026-02-17
cmlqu2tgy03wysd8c58dzb3ta,حليمة,,آدم,حليمة آدم,2009-05-15,F,student922@databayt.org,2026-02-17,Active,Grade 11-A,2026-02-17
cmlqu1t2001bnsd8czunfst9v,حليمة,,آدم,حليمة آدم,2021-10-02,F,student36@databayt.org,2026-02-17,Active,Grade -1-C,2026-02-17
cmlqu1xvi01p1sd8cg3eess51,حليمة,,آدم,حليمة آدم,2019-10-27,F,student161@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2ikt036dsd8ccv2q6ect,حليمة,,آدم,حليمة آدم,2013-01-07,F,student623@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu283e02fgsd8cw4pmuxb0,حليمة,,آدم,حليمة آدم,2016-01-25,F,student407@databayt.org,2026-02-17,Active,Grade 4-A,2026-02-17
cmlqu2nud03jpsd8cccdadpig,حليمة,,آدم,حليمة آدم,2011-03-24,F,student899@databayt.org,2026-02-17,Active,Grade 9-A,2026-02-17
cmlqu2dec02srsd8cndmsw0ij,حليمة,,آدم,حليمة آدم,2015-03-09,F,student511@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu22tc0222sd8cptbry6sx,حليمة,,آدم,حليمة آدم,2018-08-10,F,student266@databayt.org,2026-02-17,Active,Grade 2-B,2026-02-17
cmlqu24nt026hsd8c4gtl5aqi,حليمة,,الزين,حليمة الزين,2017-09-19,F,student311@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu1zlt01tcsd8c5lqs7k1z,حليمة,,الزين,حليمة الزين,2019-10-19,F,student296@databayt.org,2026-02-17,Active,Grade 1-B,2026-02-17
cmlqu2kfi03ansd8cef3wqoh3,حليمة,,الزين,حليمة الزين,2012-02-27,F,student882@databayt.org,2026-02-17,Active,Grade 8-A,2026-02-17
cmlqu29up02k4sd8cfxjdqqf1,حليمة,,الزين,حليمة الزين,2016-03-13,F,student495@databayt.org,2026-02-17,Active,Grade 4-C,2026-02-17
cmlqu1up501fzsd8cs3ntzw4f,حليمة,,الزين,حليمة الزين,2020-11-23,F,student42@databayt.org,2026-02-17,Active,Grade 0-C,2026-02-17
cmlqu2pss03ntsd8c6emi1ur0,حليمة,,الزين,حليمة الزين,2011-06-03,F,student994@databayt.org,2026-02-17,Active,Grade 9-B,2026-02-17
cmlqu2f2702xhsd8cur9ycymi,حليمة,,الزين,حليمة الزين,2014-06-16,F,student602@databayt.org,2026-02-17,Active,Grade 6-C,2026-02-17
cmlqu2vcf0417sd8csmom4w3d,حليمة,,الزين,حليمة الزين,2009-05-25,F,student133@databayt.org,2026-02-17,Active,Grade 11-B,2026-02-17
cmlqu26l202b8sd8c4jw5vgf8,حليمة,,علي,حليمة علي,2017-07-07,F,student314@databayt.org,2026-02-17,Active,Grade 3-A,2026-02-17
cmlqu2rm803shsd8ca7lkiett,حليمة,,علي,حليمة علي,2010-12-20,F,student864@databayt.org,2026-02-17,Active,Grade 10-A,2026-02-17
cmlqu1wb701kjsd8ceh6ma74c,حليمة,,علي,حليمة علي,2020-04-23,F,student107@databayt.org,2026-02-17,Active,Grade 0-B,2026-02-17
cmlqu2x14045xsd8cy84amse4,حليمة,,علي,حليمة علي,2008-03-25,F,student112@databayt.org,2026-02-17,Active,Grade 12-C,2026-02-17
cmlqu2gwv031ssd8c1ok7y2s0,حليمة,,علي,حليمة علي,2014-06-14,F,student578@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu2m1803f8sd8cnnzpd86i,حليمة,,علي,حليمة علي,2012-11-21,F,student964@databayt.org,2026-02-17,Active,Grade 8-A,2026-02-17
cmlqu2bp202ojsd8cpyq88frt,حليمة,,علي,حليمة علي,2015-07-14,F,student533@databayt.org,2026-02-17,Active,Grade 5-A,2026-02-17
cmlqu219j01xvsd8csbei2i5f,حليمة,,علي,حليمة علي,2018-06-15,F,student176@databayt.org,2026-02-17,Active,Grade 2-C,2026-02-17
cmlqu236x022zsd8c9ymbhu0n,حمزة,,المهدي,حمزة المهدي,2017-07-10,M,student281@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu2j1f036zsd8c33ggpmrg,حمزة,,المهدي,حمزة المهدي,2013-08-02,M,student674@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu1y9v01pnsd8cpul1pqnx,حمزة,,المهدي,حمزة المهدي,2019-11-18,M,student123@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2o9803kbsd8c6k0huab4,حمزة,,المهدي,حمزة المهدي,2011-07-05,M,student924@databayt.org,2026-02-17,Active,Grade 9-C,2026-02-17
cmlqu2dto02tnsd8ce60d0ufg,حمزة,,المهدي,حمزة المهدي,2014-03-31,M,student620@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu1tg801cbsd8c8x285tca,حمزة,,المهدي,حمزة المهدي,2021-01-16,M,student21@databayt.org,2026-02-17,Active,Grade -1-B,2026-02-17
cmlqu28ij02gbsd8cjqejirpn,حمزة,,المهدي,حمزة المهدي,2016-04-13,M,student392@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2txk03xnsd8ckkhofvcd,حمزة,,المهدي,حمزة المهدي,2009-07-27,M,student955@databayt.org,2026-02-17,Active,Grade 11-C,2026-02-17
cmlqu2acd02krsd8cn2m7ftcd,حمزة,,حسن,حمزة حسن,2015-03-05,M,student497@databayt.org,2026-02-17,Active,Grade 5-C,2026-02-17
cmlqu2ffb02y3sd8csvxwh68k,حمزة,,حسن,حمزة حسن,2014-03-27,M,student735@databayt.org,2026-02-17,Active,Grade 6-C,2026-02-17
cmlqu2vq30423sd8cps7dcrcl,حمزة,,حسن,حمزة حسن,2009-07-24,M,student390@databayt.org,2026-02-17,Active,Grade 11-C,2026-02-17
cmlqu1v5f01grsd8cwrxdhqfn,حمزة,,حسن,حمزة حسن,2020-02-07,M,student53@databayt.org,2026-02-17,Active,Grade 0-B,2026-02-17
cmlqu2ksn03bfsd8c8n77rshi,حمزة,,حسن,حمزة حسن,2012-04-22,M,student742@databayt.org,2026-02-17,Active,Grade 8-B,2026-02-17
cmlqu251k027fsd8c7yzjibuy,حمزة,,حسن,حمزة حسن,2017-08-15,M,student295@databayt.org,2026-02-17,Active,Grade 3-A,2026-02-17
cmlqu2q7h03orsd8cxhclq8v1,حمزة,,حسن,حمزة حسن,2011-04-17,M,student992@databayt.org,2026-02-17,Active,Grade 9-B,2026-02-17
cmlqu1zze01u3sd8cmnbbvw4b,حمزة,,حسن,حمزة حسن,2018-08-11,M,student269@databayt.org,2026-02-17,Active,Grade 2-A,2026-02-17
cmlqu2mil03fvsd8czrdt7olt,حمزة,,عبدالله,حمزة عبدالله,2012-03-19,M,student770@databayt.org,2026-02-17,Active,Grade 8-C,2026-02-17
cmlqu1wp401l7sd8c2bl2ljcf,حمزة,,عبدالله,حمزة عبدالله,2019-07-07,M,student128@databayt.org,2026-02-17,Active,Grade 1-B,2026-02-17
cmlqu2hb3032jsd8cy7oayu5q,حمزة,,عبدالله,حمزة عبدالله,2013-04-15,M,student671@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu2c2k02p7sd8c5ujtvcw2,حمزة,,عبدالله,حمزة عبدالله,2015-01-21,M,student565@databayt.org,2026-02-17,Active,Grade 5-A,2026-02-17
cmlqu26z102bvsd8cc411sy2l,حمزة,,عبدالله,حمزة عبدالله,2016-02-24,M,student309@databayt.org,2026-02-17,Active,Grade 4-A,2026-02-17
cmlqu21o201yjsd8cfntjtsov,حمزة,,عبدالله,حمزة عبدالله,2018-06-16,M,student204@databayt.org,2026-02-17,Active,Grade 2-B,2026-02-17
cmlqu2xfx046jsd8cyxvhf5tw,حمزة,,عبدالله,حمزة عبدالله,2008-07-01,M,student618@databayt.org,2026-02-17,Active,Grade 12-A,2026-02-17
cmlqu2s7903tcsd8c6cteywq4,حمزة,,عبدالله,حمزة عبدالله,2010-01-18,M,student867@databayt.org,2026-02-17,Active,Grade 10-A,2026-02-17
cmlqu22fu020xsd8ct4vryjp8,خالد,,إبراهيم,خالد إبراهيم,2018-10-03,M,student264@databayt.org,2026-02-17,Active,Grade 2-A,2026-02-17
cmlqu2yq50491sd8cnt4kexnt,خالد,,إبراهيم,خالد إبراهيم,2008-08-03,M,student751@databayt.org,2026-02-17,Active,Grade 12-B,2026-02-17
cmlqu2cvh02rpsd8c3t1y0ckv,خالد,,إبراهيم,خالد إبراهيم,2015-08-17,M,student542@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu27pq02efsd8cpfb0kebo,خالد,,إبراهيم,خالد إبراهيم,2016-09-17,M,student318@databayt.org,2026-02-17,Active,Grade 4-C,2026-02-17
cmlqu2i5a0352sd8ckrrujcuu,خالد,,إبراهيم,خالد إبراهيم,2013-05-25,M,student634@databayt.org,2026-02-17,Active,Grade 7-A,2026-02-17
cmlqu2ne603ifsd8cl4yjj14c,خالد,,إبراهيم,خالد إبراهيم,2011-07-11,M,student695@databayt.org,2026-02-17,Active,Grade 9-B,2026-02-17
cmlqu2t0c03vqsd8c1kmmdzdn,خالد,,إبراهيم,خالد إبراهيم,2010-07-26,M,student931@databayt.org,2026-02-17,Active,Grade 10-B,2026-02-17
cmlqu1xhj01nlsd8coebuldfd,خالد,,إبراهيم,خالد إبراهيم,2019-08-02,M,student165@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
cmlqu1sbr01ahsd8cvupr481v,خالد,,إبراهيم,خالد إبراهيم,2021-06-16,M,student17@databayt.org,2026-02-17,Active,Grade -1-B,2026-02-17
cmlqu2wli044lsd8cx2akj4uv,خالد,,البشير,خالد البشير,2008-03-19,M,student312@databayt.org,2026-02-17,Active,Grade 12-B,2026-02-17
cmlqu2r3e03r5sd8cg894ek9s,خالد,,البشير,خالد البشير,2010-02-16,M,student858@databayt.org,2026-02-17,Active,Grade 10-B,2026-02-17
cmlqu2lna03dzsd8c685vsrev,خالد,,البشير,خالد البشير,2012-10-03,M,student857@databayt.org,2026-02-17,Active,Grade 8-B,2026-02-17
cmlqu266u029zsd8cqhpbv40o,خالد,,البشير,خالد البشير,2017-04-03,M,student474@databayt.org,2026-02-17,Active,Grade 3-C,2026-02-17
cmlqu2giv030isd8chxw5lv4z,خالد,,البشير,خالد البشير,2014-11-27,M,student591@databayt.org,2026-02-17,Active,Grade 6-B,2026-02-17
cmlqu20rn01wisd8ckwbj7bbk,خالد,,البشير,خالد البشير,2018-04-11,M,student196@databayt.org,2026-02-17,Active,Grade 2-C,2026-02-17
cmlqu1vwv01j9sd8cuktz14fj,خالد,,البشير,خالد البشير,2020-09-03,M,student89@databayt.org,2026-02-17,Active,Grade 0-B,2026-02-17
cmlqu2b9k02n6sd8c07n5oar1,خالد,,البشير,خالد البشير,2015-01-03,M,student527@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu2emw02w8sd8cv6j1e4bt,خالد,,خليل,خالد خليل,2014-06-19,M,student683@databayt.org,2026-02-17,Active,Grade 6-B,2026-02-17
cmlqu1u8401eosd8cs4ge6oeu,خالد,,خليل,خالد خليل,2021-11-09,M,student3@databayt.org,2026-02-17,Active,Grade -1-C,2026-02-17
cmlqu249v025lsd8c2cvl2h7x,خالد,,خليل,خالد خليل,2017-05-08,M,student297@databayt.org,2026-02-17,Active,Grade 3-C,2026-02-17
cmlqu2pex03mrsd8crroyx8c8,خالد,,خليل,خالد خليل,2011-08-14,M,student807@databayt.org,2026-02-17,Active,Grade 9-C,2026-02-17
cmlqu1z8501s4sd8cxifscl3f,خالد,,خليل,خالد خليل,2019-06-11,M,student223@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu29d802ivsd8c8mitelys,خالد,,خليل,خالد خليل,2016-07-19,M,student423@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2urq0406sd8c6gz08ir5,خالد,,خليل,خالد خليل,2009-09-17,M,student166@databayt.org,2026-02-17,Active,Grade 11-B,2026-02-17
cmlqu2k1a039esd8cnntp127j,خالد,,خليل,خالد خليل,2013-08-20,M,student872@databayt.org,2026-02-17,Active,Grade 7-C,2026-02-17
cmlqu2ach02l6sd8cboz2zk5b,رامي,,الحسن,رامي الحسن,2015-10-07,M,student412@databayt.org,2026-02-17,Active,Grade 5-A,2026-02-17
cmlqu2ffe02yisd8c5ptlin45,رامي,,الحسن,رامي الحسن,2014-07-10,M,student720@databayt.org,2026-02-17,Active,Grade 6-B,2026-02-17
cmlqu1zzk01ulsd8cqfc5l3uc,رامي,,الحسن,رامي الحسن,2018-09-14,M,student308@databayt.org,2026-02-17,Active,Grade 2-B,2026-02-17
cmlqu251m027xsd8cm53ijsr2,رامي,,الحسن,رامي الحسن,2017-01-17,M,student415@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu2ksr03busd8cx10bmxi0,رامي,,الحسن,رامي الحسن,2012-01-13,M,student653@databayt.org,2026-02-17,Active,Grade 8-C,2026-02-17
cmlqu1v5j01h3sd8cf551prd7,رامي,,الحسن,رامي الحسن,2020-12-06,M,student72@databayt.org,2026-02-17,Active,Grade 0-C,2026-02-17
cmlqu2q7l03p9sd8cfyy886hj,رامي,,الحسن,رامي الحسن,2011-06-20,M,student886@databayt.org,2026-02-17,Active,Grade 9-A,2026-02-17
cmlqu2vq8042lsd8cx7mlkfr1,رامي,,الحسن,رامي الحسن,2009-08-01,M,student579@databayt.org,2026-02-17,Active,,2026-02-17
cmlqu2s7903tfsd8cweo4rhol,رامي,,بشير,رامي بشير,2010-02-18,M,student860@databayt.org,2026-02-17,Active,Grade 10-A,2026-02-17
cmlqu26z502ccsd8cg9ztljtg,رامي,,بشير,رامي بشير,2015-12-31,M,student375@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2c2n02pesd8cc18ji6z2,رامي,,بشير,رامي بشير,2015-03-15,M,student501@databayt.org,2026-02-17,Active,Grade 5-B,2026-02-17
cmlqu2hb70331sd8cc96qtrm4,رامي,,بشير,رامي بشير,2013-05-22,M,student785@databayt.org,2026-02-17,Active,Grade 7-A,2026-02-17
cmlqu1wp701lnsd8chakz77w0,رامي,,بشير,رامي بشير,2019-01-14,M,student75@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2xg10471sd8cq1cd9f2n,رامي,,بشير,رامي بشير,2008-10-10,M,student743@databayt.org,2026-02-17,Active,Grade 12-A,2026-02-17
cmlqu21o501yzsd8cmrjh96v9,رامي,,بشير,رامي بشير,2018-08-25,M,student224@databayt.org,2026-02-17,Active,Grade 2-C,2026-02-17
cmlqu2mip03gasd8cff4skxnj,رامي,,بشير,رامي بشير,2012-12-06,M,student800@databayt.org,2026-02-17,Active,Grade 8-A,2026-02-17
cmlqu2txo03xzsd8crq6fz8o6,رامي,,جلال,رامي جلال,2009-07-27,M,student910@databayt.org,2026-02-17,Active,Grade 11-A,2026-02-17
cmlqu1ya101q3sd8cfphpa0mb,رامي,,جلال,رامي جلال,2019-02-02,M,student106@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
cmlqu2j1i037esd8csa408nig,رامي,,جلال,رامي جلال,2013-08-12,M,student722@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu2370023bsd8c8i1oyl17,رامي,,جلال,رامي جلال,2017-11-04,M,student242@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu1tgc01crsd8cm9m0479q,رامي,,جلال,رامي جلال,2021-10-17,M,student45@databayt.org,2026-02-17,Active,Grade -1-C,2026-02-17
cmlqu2dtr02u3sd8ci67qyniu,رامي,,جلال,رامي جلال,2014-12-02,M,student644@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu28io02gtsd8c9v9mckc5,رامي,,جلال,رامي جلال,2016-02-02,M,student466@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2o9c03ktsd8cfouxzhko,رامي,,جلال,رامي جلال,2011-08-07,M,student942@databayt.org,2026-02-17,Active,Grade 9-C,2026-02-17
cmlqu2xtp047ysd8c6xdvcldo,رشا,,الأمين,رشا الأمين,2008-07-20,F,student995@databayt.org,2026-02-17,Active,Grade 12-B,2026-02-17
cmlqu27ce02dgsd8cei5o1hh1,رشا,,الأمين,رشا الأمين,2016-03-21,F,student387@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu2sld03upsd8cjzk249xj,رشا,,الأمين,رشا الأمين,2010-02-07,F,student950@databayt.org,2026-02-17,Active,Grade 10-C,2026-02-17
cmlqu1x3h01mssd8cjohwdoyo,رشا,,الأمين,رشا الأمين,2019-04-04,F,student142@databayt.org,2026-02-17,Active,Grade 1-C,2026-02-17
cmlqu2myp03hfsd8c27u8xlsa,رشا,,الأمين,رشا الأمين,2012-11-01,F,student835@databayt.org,2026-02-17,Active,Grade 8-C,2026-02-17
cmlqu2ch302qpsd8cvpqowf6i,رشا,,الأمين,رشا الأمين,2015-08-06,F,student491@databayt.org,2026-02-17,Active,Grade 5-A,2026-02-17
cmlqu221n0201sd8cw5uz84hs,رشا,,الأمين,رشا الأمين,2018-05-10,F,student220@databayt.org,2026-02-17,Active,Grade 2-C,2026-02-17
cmlqu2hq20341sd8cypzjlu4i,رشا,,الأمين,رشا الأمين,2013-09-21,F,student603@databayt.org,2026-02-17,Active,Grade 7-A,2026-02-17
cmlqu2qnz03qbsd8cru3r4ocf,رشا,,صالح,رشا صالح,2010-06-14,F,student850@databayt.org,2026-02-17,Active,Grade 10-A,2026-02-17
cmlqu2w4j043hsd8cbbgygl0u,رشا,,صالح,رشا صالح,2008-05-01,F,student573@databayt.org,2026-02-17,Active,Grade 12-B,2026-02-17
cmlqu2aw602m7sd8cg82rgxux,رشا,,صالح,رشا صالح,2015-02-23,F,student509@databayt.org,2026-02-17,Active,Grade 5-C,2026-02-17
cmlqu20dl01vlsd8cfuhrmter,رشا,,صالح,رشا صالح,2018-10-09,F,student401@databayt.org,2026-02-17,Active,Grade 2-B,2026-02-17
cmlqu2l7b03d1sd8cxzo96diq,رشا,,صالح,رشا صالح,2012-01-15,F,student836@databayt.org,2026-02-17,Active,Grade 8-B,2026-02-17
cmlqu25kp028tsd8cd64m7ct7,رشا,,صالح,رشا صالح,2017-09-06,F,student425@databayt.org,2026-02-17,Active,Grade 3-A,2026-02-17
cmlqu1viz01iasd8cns34xnqw,رشا,,صالح,رشا صالح,2020-12-22,F,student148@databayt.org,2026-02-17,Active,Grade 0-A,2026-02-17
cmlqu2fsv02zpsd8c5tu8vzuz,رشا,,صالح,رشا صالح,2014-04-13,F,student714@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu2e9i02v9sd8cjqyss4hy,رشا,,عثمان,رشا عثمان,2014-03-27,F,student608@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu2jid038isd8ct3g42wy7,رشا,,عثمان,رشا عثمان,2013-07-27,F,student762@databayt.org,2026-02-17,Active,Grade 7-B,2026-02-17
cmlqu1ttt01dqsd8cpoq4wjez,رشا,,عثمان,رشا عثمان,2021-03-19,F,student81@databayt.org,2026-02-17,Active,Grade -1-A,2026-02-17
cmlqu28wc02hxsd8ciyaeb1nj,رشا,,عثمان,رشا عثمان,2016-04-05,F,student567@databayt.org,2026-02-17,Active,Grade 4-B,2026-02-17
cmlqu23mn024jsd8cek3uozk5,رشا,,عثمان,رشا عثمان,2017-06-01,F,student272@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu1ysm01r9sd8c2c802y1v,رشا,,عثمان,رشا عثمان,2019-04-24,F,student146@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2uc403yysd8c368w7yzg,رشا,,عثمان,رشا عثمان,2009-03-23,F,student968@databayt.org,2026-02-17,Active,Grade 11-B,2026-02-17
cmlqu2p0d03lpsd8c6r24td2o,رشا,,عثمان,رشا عثمان,2011-02-22,F,student907@databayt.org,2026-02-17,Active,Grade 9-B,2026-02-17
cmlqu1up401ftsd8c5ftqtf77,ريم,,سليمان,ريم سليمان,2020-10-22,F,student31@databayt.org,2026-02-17,Active,Grade 0-B,2026-02-17
cmlqu1zlt01tesd8cwoynlzf3,ريم,,سليمان,ريم سليمان,2019-03-25,F,student256@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2pss03o2sd8c8atmyfeg,ريم,,سليمان,ريم سليمان,2011-12-07,F,student993@databayt.org,2026-02-17,Active,Grade 9-A,2026-02-17
cmlqu2kfk03atsd8coirn2gta,ريم,,سليمان,ريم سليمان,2012-06-15,F,student851@databayt.org,2026-02-17,Active,Grade 8-C,2026-02-17
cmlqu2f2702xesd8cxstkfok9,ريم,,سليمان,ريم سليمان,2014-02-15,F,student564@databayt.org,2026-02-17,Active,Grade 6-A,2026-02-17
cmlqu29un02jzsd8cvrzddl6c,ريم,,سليمان,ريم سليمان,2016-04-27,F,student492@databayt.org,2026-02-17,Active,Grade 4-A,2026-02-17
cmlqu24nu026osd8cuxrnz6kf,ريم,,سليمان,ريم سليمان,2017-09-22,F,student352@databayt.org,2026-02-17,Active,Grade 3-B,2026-02-17
cmlqu2vcg041asd8c42xm8vse,ريم,,سليمان,ريم سليمان,2009-05-13,F,student131@databayt.org,2026-02-17,Active,Grade 11-A,2026-02-17
cmlqu22te022csd8ckc5ljshc,ريم,,عيسى,ريم عيسى,2018-09-11,F,student324@databayt.org,2026-02-17,Active,Grade 2-A,2026-02-17
cmlqu1t1y01bgsd8cm4m45k5t,ريم,,عيسى,ريم عيسى,2021-12-26,F,student37@databayt.org,2026-02-17,Active,Grade -1-B,2026-02-17
cmlqu2ikt0369sd8cnizd4efa,ريم,,عيسى,ريم عيسى,2013-09-24,F,student629@databayt.org,2026-02-17,Active,Grade 7-C,2026-02-17
cmlqu1xvi01owsd8coiy8f63d,ريم,,عيسى,ريم عيسى,2019-07-11,F,student186@databayt.org,2026-02-17,Active,Grade 1-A,2026-02-17
cmlqu2ded02sxsd8ci8afcbtk,ريم,,عيسى,ريم عيسى,2015-11-01,F,student557@databayt.org,2026-02-17,Active,Grade 5-A,2026-02-17
cmlqu2tgy03wxsd8csnmvslwr,ريم,,عيسى,ريم عيسى,2009-04-30,F,student971@databayt.org,2026-02-17,Active,Grade 11-C,2026-02-17
